Dennis has seen this tooth that Kristin was n't concealing that is astounding men . <eos>	[5.545644760131836, 5.381830215454102, 4.654043197631836, 4.935761451721191, 6.172086238861084, 4.1848320960998535, 4.781164169311523, 5.743033409118652, 6.059520721435547, 5.772765159606934, 3.036461353302002, 5.183443546295166, 5.720694541931152, 1.9206002950668335, 2.9648609161376953, 2.6730799618235324e-07]	[10.090421676635742, 7.710294723510742, 5.7994794845581055, 4.265229225158691, 12.183250427246094, 5.147103309631348, 15.672530174255371, 4.883411407470703, 5.7193756103515625, 10.369752883911133, 5.610074996948242, 4.75638484954834, 13.425483703613281, 12.404675483703613, 1.3444242477416992, -0.0]	Dennis has seen who this tooth that Kristin was n't concealing is astounding men . <eos>	[5.545644760131836, 5.381830215454102, 4.654043197631836, 4.935761451721191, 5.510031700134277, 5.076760768890381, 3.9748778343200684, 5.2323503494262695, 5.656063556671143, 6.1411967277526855, 5.890625953674316, 3.408987045288086, 5.873525619506836, 1.6866668462753296, 2.846059560775757, 2.671076231308689e-07]	[10.090421676635742, 7.710294723510742, 5.7994794845581055, 10.582710266113281, 7.658462047576904, 12.239912033081055, 8.669599533081055, 16.38384246826172, 3.6453561782836914, 7.513334274291992, 10.937431335449219, 3.2161483764648438, 12.148022651672363, 11.449583053588867, 1.2807464599609375, -0.0]
Alan had seen a lot of chairs that Victoria was messing up that have worried many dancers . <eos>	[5.545644283294678, 5.509391784667969, 4.971662998199463, 4.446109771728516, 7.123331546783447, 0.5678137540817261, 7.006048202514648, 4.0610504150390625, 4.417150974273682, 4.0322651863098145, 5.822263717651367, 3.580806255340576, 2.6286072731018066, 4.721281051635742, 4.206772804260254, 2.8761892318725586, 4.988273620605469, 4.789175987243652, 2.744058065218269e-07]	[9.499725341796875, 8.23377799987793, 5.385881423950195, 2.3231992721557617, 5.107082366943359, 0.07553672790527344, 10.108565330505371, 3.7171220779418945, 12.943906784057617, 2.6698131561279297, 4.627910614013672, 5.329658508300781, 6.98253059387207, 7.174441337585449, 11.093235969543457, 6.668035507202148, 8.730793952941895, 2.5175857543945312, -0.0]	Alan had seen who a lot of chairs that Victoria was messing up have worried many dancers . <eos>	[5.545644283294678, 5.509391784667969, 4.971662998199463, 4.446109771728516, 4.928169250488281, 7.087099075317383, 1.8972320556640625, 5.953254699707031, 3.418717622756958, 4.373513221740723, 3.3147635459899902, 5.874921798706055, 3.9808499813079834, 2.9458508491516113, 4.421879768371582, 1.9776594638824463, 4.797992706298828, 4.571023464202881, 2.7418570880399784e-07]	[9.499725341796875, 8.23377799987793, 5.385881423950195, 9.963252067565918, 6.6710920333862305, 5.096940040588379, 0.29920005798339844, 10.747027397155762, 6.2455596923828125, 13.00344467163086, 2.8170833587646484, 4.664210319519043, 5.271968841552734, 7.560277938842773, 11.209881782531738, 8.48017692565918, 9.349441528320312, 2.18381404876709, -0.0]
Samuel remembers this newspaper article that these girls are n't appreciating that disagrees with those synopses . <eos>	[5.545644283294678, 5.229722023010254, 4.175797462463379, 5.675361633300781, 3.3881924152374268, 3.054675340652466, 5.119815826416016, 6.4313201904296875, 4.132442951202393, 6.126592636108398, 6.291482448577881, 3.854844808578491, 3.7406113147735596, 2.709902286529541, 4.811227798461914, 3.567512273788452, 4.203857421875, 2.72993986527581e-07]	[9.546462059020996, 13.968029022216797, 4.176580429077148, 10.186774253845215, 6.522795677185059, 3.8932065963745117, 8.494376182556152, 7.582544803619385, 3.3928022384643555, 5.036613464355469, 10.274629592895508, 5.0418853759765625, 16.62628173828125, 1.7942399978637695, 4.676980018615723, 5.110419273376465, 1.3715839385986328, -0.0]	Samuel remembers what this newspaper article that these girls are n't appreciating disagrees with those synopses . <eos>	[5.545644283294678, 5.229722023010254, 4.175797462463379, 3.845010280609131, 5.927276611328125, 4.902438163757324, 5.08180046081543, 5.19584321975708, 6.457307815551758, 4.346329689025879, 5.658888816833496, 5.7435197830200195, 2.4833927154541016, 2.1024932861328125, 3.671510696411133, 4.664385795593262, 4.94827938079834, 2.718377061228239e-07]	[9.546462059020996, 13.968029022216797, 5.16246223449707, 5.14246940612793, 7.377595901489258, 6.571037292480469, 6.155852317810059, 8.654047012329102, 7.609772205352783, 3.7783889770507812, 6.095916748046875, 9.401763916015625, 17.16592025756836, 1.5076828002929688, 6.548243522644043, 5.0953369140625, 1.8274784088134766, -0.0]
Gregory discovered that pork that the adults ca n't clean that has disturbed a committee . <eos>	[5.545644283294678, 5.1177520751953125, 3.8892602920532227, 4.047757148742676, 4.16383171081543, 4.402685165405273, 6.955814838409424, 4.7139201164245605, 0.21817444264888763, 5.023438453674316, 4.603878498077393, 5.628777027130127, 4.8263726234436035, 4.734502792358398, 6.07021951675415, 4.647231101989746, 2.8564338094838604e-07]	[10.224590301513672, 11.041019439697266, 1.3982620239257812, 13.007390975952148, 6.585613250732422, 4.624016761779785, 8.749906539916992, 8.41875171661377, 0.04369163513183594, 8.458416938781738, 6.0880632400512695, 3.654550552368164, 9.522951126098633, 3.714946746826172, 12.88230037689209, 2.643136978149414, -0.0]	Gregory discovered what that pork that the adults ca n't clean has disturbed a committee . <eos>	[5.545644283294678, 5.1177520751953125, 3.8892602920532227, 4.149170398712158, 4.250776290893555, 4.350705146789551, 4.257181167602539, 6.602730751037598, 4.921044826507568, 0.4616802930831909, 4.974353313446045, 3.7638797760009766, 4.848649024963379, 4.418844223022461, 6.056931495666504, 3.805752754211426, 2.7021945925298496e-07]	[10.224590301513672, 11.041019439697266, 5.095488548278809, 7.932456970214844, 15.231354713439941, 7.286647796630859, 4.193168640136719, 8.674537658691406, 8.420466423034668, 0.0974273681640625, 8.884200096130371, 7.114555358886719, 9.981856346130371, 4.873531341552734, 12.781634330749512, 1.5624580383300781, -0.0]
Debra researches these pictures that many chairs looked like that do n't annoy a library . <eos>	[5.545644283294678, 5.147933006286621, 4.606237411499023, 6.963013648986816, 2.7675445079803467, 5.344283580780029, 5.380847930908203, 4.433089256286621, 2.950032949447632, 3.9917712211608887, 4.659246921539307, 1.3576953411102295, 5.147245407104492, 4.291930198669434, 5.387608528137207, 3.10310697555542, 2.679508099845407e-07]	[12.803739547729492, 14.862220764160156, 5.663984298706055, 7.38387393951416, 5.274980545043945, 6.216540336608887, 14.115035057067871, 8.566049575805664, 1.1773872375488281, 4.8568315505981445, 5.030218124389648, 1.6752490997314453, 10.579219818115234, 4.211489677429199, 9.619277000427246, 0.7391300201416016, -0.0]	Debra researches what these pictures that many chairs looked like do n't annoy a library . <eos>	[5.545644283294678, 5.147933006286621, 4.606237411499023, 4.22474479675293, 6.913189888000488, 4.0022382736206055, 4.540666580200195, 5.475797176361084, 4.025084972381592, 2.6530659198760986, 3.0982000827789307, 3.256114959716797, 4.856999397277832, 2.651949882507324, 5.694722652435303, 3.6485204696655273, 2.7186908369003504e-07]	[12.803739547729492, 14.862220764160156, 5.660243988037109, 6.274056434631348, 7.692157745361328, 7.93083381652832, 7.232664108276367, 13.576520919799805, 7.2887115478515625, 0.8535194396972656, 6.9374542236328125, 2.6157445907592773, 10.73891830444336, 5.722156524658203, 9.812894821166992, 0.9500541687011719, -0.0]
Every driver researched a lot of governments that Eva would alarm that have n't discussed malls . <eos>	[5.545644283294678, 5.807931900024414, 4.44564151763916, 3.9381232261657715, 6.3707380294799805, 2.6511969566345215, 6.059099197387695, 3.7119741439819336, 5.006568908691406, 4.413278579711914, 5.150717735290527, 2.8811898231506348, 4.493833541870117, 4.3049468994140625, 3.737630605697632, 3.765704393386841, 2.978861093521118, 2.7155152793056914e-07]	[11.714590072631836, 9.542924880981445, 13.696494102478027, 3.193418502807617, 6.31563663482666, 0.7238521575927734, 13.49929141998291, 3.5265159606933594, 14.669721603393555, 2.291431427001953, 12.317298889160156, 6.497644424438477, 7.469391822814941, 5.370613098144531, 9.367654800415039, 15.649563789367676, 1.0893611907958984, -0.0]	Every driver researched what a lot of governments that Eva would alarm have n't discussed malls . <eos>	[5.545644283294678, 5.807931900024414, 4.44564151763916, 3.9381232261657715, 4.289632320404053, 6.646951198577881, 1.2967807054519653, 6.0884504318237305, 4.373613357543945, 4.91267204284668, 4.859362602233887, 5.002187728881836, 3.174504280090332, 4.784821510314941, 4.01010274887085, 2.649545907974243, 3.1438522338867188, 2.7073872388427844e-07]	[11.714590072631836, 9.542924880981445, 13.696494102478027, 4.889812469482422, 3.42364501953125, 6.71937370300293, 0.19158554077148438, 12.27424144744873, 6.2997636795043945, 15.213922500610352, 2.815183639526367, 12.762321472167969, 7.202767372131348, 7.863376617431641, 8.567533493041992, 17.79804039001465, 1.2959671020507812, -0.0]
Some committees had remembered the waitress that Peter has investigated that had n't upset pedestrians . <eos>	[5.545644283294678, 5.850346088409424, 5.028659343719482, 5.241024017333984, 4.789306640625, 7.523958206176758, 3.640501022338867, 4.453773498535156, 4.630105972290039, 5.2601847648620605, 3.9362030029296875, 6.043981552124023, 3.885812520980835, 2.498591184616089, 3.7710769176483154, 2.924140453338623, 2.7628013299363374e-07]	[9.399500846862793, 9.545890808105469, 3.9620466232299805, 13.398945808410645, 1.4105815887451172, 15.137348175048828, 5.390316963195801, 7.561182022094727, 5.395329475402832, 9.23002815246582, 5.055116653442383, 5.806937217712402, 5.967861175537109, 10.597780227661133, 14.0980863571167, 0.9857463836669922, -0.0]	Some committees had remembered who the waitress that Peter has investigated had n't upset pedestrians . <eos>	[5.545644283294678, 5.850346088409424, 5.028659343719482, 5.241024017333984, 4.789306640625, 5.249500751495361, 7.078525066375732, 4.038971900939941, 4.800982475280762, 5.161762237548828, 4.851537704467773, 3.913008689880371, 3.7203495502471924, 3.3107144832611084, 3.8956613540649414, 3.0454320907592773, 2.7569618055167666e-07]	[9.399500846862793, 9.545890808105469, 3.9620466232299805, 13.398945808410645, 7.130025863647461, 4.38429069519043, 13.70545768737793, 8.276883125305176, 7.633913993835449, 4.934955596923828, 8.464492797851562, 4.2051239013671875, 7.790240287780762, 10.474467277526855, 13.513257026672363, 1.1041736602783203, -0.0]
The Impressionists thought about that hospital that Beth dropped by that has taken the horse . <eos>	[5.545644283294678, 7.150015354156494, 3.4247591495513916, 3.673394203186035, 5.3569440841674805, 5.668671607971191, 4.471314430236816, 4.819239616394043, 4.708677291870117, 3.7176663875579834, 5.349577903747559, 3.974665880203247, 4.13478422164917, 3.327089786529541, 5.784744739532471, 3.8424391746520996, 2.815244215526036e-07]	[5.1062774658203125, 12.38598918914795, 7.924182891845703, 4.998622894287109, 5.232963562011719, 12.444713592529297, 2.4417409896850586, 13.561237335205078, 9.557260513305664, 7.357182502746582, 7.030789375305176, 8.832866668701172, 4.490243911743164, 2.4363441467285156, 9.356477737426758, 2.371401786804199, -0.0]	The Impressionists thought about what that hospital that Beth dropped by has taken the horse . <eos>	[5.545644283294678, 7.150015354156494, 3.4247591495513916, 3.673394203186035, 5.3569440841674805, 4.318964958190918, 4.568743705749512, 3.284849166870117, 4.93436336517334, 5.030336380004883, 4.148658752441406, 5.202383995056152, 4.444916248321533, 4.234001159667969, 6.138494491577148, 4.1430206298828125, 2.8380418370943516e-07]	[5.1062774658203125, 12.38598918914795, 7.924182891845703, 4.998622894287109, 4.276776313781738, 8.121570587158203, 12.448835372924805, 7.21656608581543, 14.746574401855469, 11.761826515197754, 5.897928237915039, 8.60025405883789, 4.2568817138671875, 2.135263442993164, 9.284046173095703, 2.281479835510254, -0.0]
Carla could n't discover this fish that the senators notice that bore some doctor . <eos>	[5.545644760131836, 4.844362258911133, 4.285462379455566, 5.076932430267334, 3.93383526802063, 4.61735725402832, 3.097641944885254, 4.4594621658325195, 7.0634050369262695, 4.694146156311035, 3.8244223594665527, 3.8468263149261475, 4.689849853515625, 5.555903434753418, 2.693127155303955, 2.834388794781262e-07]	[12.18696117401123, 9.344154357910156, 3.012608528137207, 7.350923538208008, 3.992720603942871, 9.949013710021973, 4.217144012451172, 4.351489067077637, 11.435564041137695, 8.587373733520508, 2.930325508117676, 13.736391067504883, 5.9762773513793945, 10.625757217407227, 1.9080162048339844, -0.0]	Carla could n't discover who this fish that the senators notice bore some doctor . <eos>	[5.545644760131836, 4.844362258911133, 4.285462379455566, 5.076932430267334, 3.93383526802063, 4.603828430175781, 3.479696750640869, 3.0239551067352295, 4.298225402832031, 6.869976997375488, 4.147190093994141, 2.4521403312683105, 3.5124847888946533, 5.452211380004883, 2.4853992462158203, 2.86400336335646e-07]	[12.18696117401123, 9.344154357910156, 3.012608528137207, 7.350923538208008, 5.276708602905273, 6.6960601806640625, 10.236299514770508, 8.715062141418457, 5.162871360778809, 13.326794624328613, 9.797410011291504, 11.16446304321289, 6.761648178100586, 11.38003158569336, 1.587803840637207, -0.0]
Andrew had n't seen some window that Timothy cleaned that upset that teacher . <eos>	[5.545644760131836, 5.471859455108643, 5.477841377258301, 4.885076522827148, 4.045849323272705, 4.407789707183838, 6.06730318069458, 4.660136699676514, 4.8474555015563965, 3.4443368911743164, 3.8324170112609863, 4.9808349609375, 5.2366719245910645, 4.365176200866699, 2.7564402671487187e-07]	[9.443388938903809, 7.80385684967041, 7.256816864013672, 3.1334304809570312, 6.507451057434082, 9.956125259399414, 6.771183013916016, 11.071553230285645, 12.334365844726562, 6.640637397766113, 11.206653594970703, 4.002954483032227, 12.398624420166016, 1.3766546249389648, -0.0]	Andrew had n't seen who some window that Timothy cleaned upset that teacher . <eos>	[5.545644760131836, 5.471859455108643, 5.477841377258301, 4.885076522827148, 4.045849323272705, 5.059223175048828, 5.4060258865356445, 5.662034034729004, 4.7819976806640625, 5.379674911499023, 3.8141443729400635, 3.525214433670044, 4.9431891441345215, 5.637207984924316, 2.809906618495006e-07]	[9.443388938903809, 7.80385684967041, 7.256816864013672, 3.1334304809570312, 9.927694320678711, 8.53713607788086, 11.590641975402832, 6.767797470092773, 11.571127891540527, 12.816862106323242, 11.756173133850098, 4.198223114013672, 13.251812934875488, 2.4720888137817383, -0.0]
A lot of girls discover this college campus that Leslie likes that had disturbed all hospitals . <eos>	[5.545644283294678, 6.766556739807129, 1.8607481718063354, 6.388146877288818, 4.625219821929932, 3.7758429050445557, 5.51493501663208, 3.841839075088501, 2.7093629837036133, 4.458841323852539, 5.627281188964844, 2.6540069580078125, 5.614654541015625, 4.256603717803955, 3.8425071239471436, 4.384499549865723, 2.914261817932129, 2.734065276399633e-07]	[7.048110008239746, 6.7300543785095215, 0.3049907684326172, 6.696481704711914, 9.837258338928223, 4.436186790466309, 8.961091995239258, 6.8357744216918945, 4.250604629516602, 13.285661697387695, 8.459637641906738, 6.191217422485352, 5.231392860412598, 11.296212196350098, 5.528450012207031, 10.544493675231934, 1.3769397735595703, -0.0]	A lot of girls discover what this college campus that Leslie likes had disturbed all hospitals . <eos>	[5.545644283294678, 6.766556739807129, 1.8607481718063354, 6.388146877288818, 4.625219821929932, 3.7758429050445557, 4.362879753112793, 4.876162528991699, 4.607670783996582, 4.486299991607666, 4.821598052978516, 5.289726257324219, 2.8086588382720947, 4.8961992263793945, 2.5152077674865723, 4.12050199508667, 3.0697240829467773, 2.7507283562044904e-07]	[7.048110008239746, 6.7300543785095215, 0.3049907684326172, 6.696481704711914, 9.837258338928223, 4.4327287673950195, 4.938681602478027, 7.686067581176758, 7.783513069152832, 5.827703475952148, 12.247709274291992, 9.052041053771973, 7.868106842041016, 11.59968376159668, 7.432094573974609, 12.220643997192383, 1.2214202880859375, -0.0]
Alice researches some diagnosis that Tara might boast about that annoyed the doctor . <eos>	[5.545644760131836, 5.055191993713379, 4.494359493255615, 4.073096752166748, 2.0033364295959473, 5.1739277839660645, 5.034906387329102, 3.7185633182525635, 2.6139450073242188, 3.1487817764282227, 5.687002182006836, 3.5517220497131348, 6.721113204956055, 2.636699914932251, 2.700284369439032e-07]	[9.524055480957031, 14.154955863952637, 5.797677040100098, 12.329564094543457, 4.636659622192383, 12.168292045593262, 4.797523498535156, 9.249077796936035, 2.057546615600586, 5.833473205566406, 14.490825653076172, 2.446536064147949, 3.897984504699707, 0.8479175567626953, -0.0]	Alice researches who some diagnosis that Tara might boast about annoyed the doctor . <eos>	[5.545644760131836, 5.055191993713379, 4.494359493255615, 5.7033586502075195, 5.480507850646973, 3.747126579284668, 5.06584358215332, 4.619123458862305, 3.474581718444824, 3.1347389221191406, 4.017544269561768, 3.360994577407837, 6.715865612030029, 2.400395154953003, 2.7073443220615445e-07]	[9.524055480957031, 14.154955863952637, 6.285275459289551, 8.786979675292969, 13.377357482910156, 6.59993839263916, 12.632287979125977, 4.1379289627075195, 9.861719131469727, 2.6373443603515625, 16.118213653564453, 2.3460912704467773, 4.546762466430664, 0.7557010650634766, -0.0]
Ellen questions a lot of actresses that Andrew did n't criticize that break a cart . <eos>	[5.545644283294678, 6.032532691955566, 4.3929853439331055, 6.526124954223633, 1.8008215427398682, 5.783840656280518, 3.5091233253479004, 5.259112358093262, 5.595248699188232, 3.0249972343444824, 3.484589099884033, 2.897353172302246, 5.311342239379883, 3.749236822128296, 6.4035234451293945, 3.9683148860931396, 2.933879841293674e-07]	[10.92618179321289, 10.180561065673828, 4.124259948730469, 3.5793752670288086, 0.44942474365234375, 11.159890174865723, 3.685749053955078, 10.831954956054688, 4.916919708251953, 1.6925325393676758, 9.997142791748047, 5.589482307434082, 10.808615684509277, 4.644144058227539, 12.60931396484375, 1.464360237121582, -0.0]	Ellen questions what a lot of actresses that Andrew did n't criticize break a cart . <eos>	[5.545644283294678, 6.032532691955566, 4.3929853439331055, 3.9843151569366455, 6.588197231292725, 1.0027364492416382, 4.459918022155762, 4.128434181213379, 4.855224132537842, 5.699460983276367, 3.6851892471313477, 3.5855276584625244, 3.375317096710205, 3.4396018981933594, 6.486087322235107, 4.097719192504883, 2.9028157655375253e-07]	[10.92618179321289, 10.180561065673828, 4.460042953491211, 4.613285064697266, 5.266162872314453, 0.15823936462402344, 10.343973159790039, 5.949151992797852, 11.514120101928711, 4.61829948425293, 2.3596267700195312, 9.759634017944336, 15.123723030090332, 4.504842758178711, 11.006921768188477, 1.7470855712890625, -0.0]
Those actresses were n't noticing public parks that many boys explore that worry the driver . <eos>	[5.545644283294678, 4.580599308013916, 2.7943718433380127, 6.337101936340332, 5.972259521484375, 4.063483238220215, 5.4200592041015625, 3.1235170364379883, 4.961594104766846, 5.467246055603027, 4.433191299438477, 3.6693859100341797, 5.032573699951172, 2.7224833965301514, 6.626143455505371, 4.521389007568359, 2.85138014533004e-07]	[11.75575065612793, 12.12437629699707, 3.518712043762207, 5.682559013366699, 12.117716789245605, 9.497293472290039, 12.120342254638672, 4.106797218322754, 7.042534828186035, 7.804217338562012, 11.449687957763672, 6.437217712402344, 12.377181053161621, 5.683238983154297, 8.826854705810547, 3.396852493286133, -0.0]	Those actresses were n't noticing who public parks that many boys explore worry the driver . <eos>	[5.545644283294678, 4.580599308013916, 2.7943718433380127, 6.337101936340332, 5.972259521484375, 4.063483238220215, 4.946037292480469, 6.509518146514893, 4.14942741394043, 4.524528980255127, 5.5428876876831055, 4.48215913772583, 3.0045950412750244, 1.9840936660766602, 6.656661033630371, 4.706339359283447, 2.8483412961577415e-07]	[11.75575065612793, 12.12437629699707, 3.518712043762207, 5.682559013366699, 12.117716789245605, 5.540050506591797, 11.633995056152344, 11.231705665588379, 5.641687393188477, 8.174270629882812, 7.722790718078613, 11.413236618041992, 15.901968955993652, 7.958889007568359, 9.532663345336914, 4.163286209106445, -0.0]
Diana noticed all senators that that mouth disgusts that boasted about some waiters . <eos>	[5.545644760131836, 3.817439079284668, 3.7127208709716797, 4.193821907043457, 4.887076377868652, 4.387383460998535, 4.825851917266846, 3.3923237323760986, 3.931959390640259, 4.853087902069092, 4.821536064147949, 4.59563684463501, 5.336297035217285, 5.394458770751953, 2.9154975322853716e-07]	[10.507627487182617, 12.704087257385254, 5.97630500793457, 12.20792293548584, 4.753278732299805, 7.29707145690918, 14.2223482131958, 4.760153770446777, 5.961231231689453, 11.268003463745117, 5.157759666442871, 6.418107986450195, 2.994497299194336, 2.037154197692871, -0.0]	Diana noticed who all senators that that mouth disgusts boasted about some waiters . <eos>	[5.545644760131836, 3.817439079284668, 3.7127208709716797, 5.1851806640625, 6.134071350097656, 5.00039005279541, 5.182640075683594, 5.179694175720215, 3.5568714141845703, 4.513097763061523, 3.97499418258667, 4.975475788116455, 4.4596848487854, 5.73095178604126, 2.879696694435552e-07]	[10.507627487182617, 12.704087257385254, 7.886943817138672, 7.527776718139648, 13.206462860107422, 6.129895210266113, 7.651480197906494, 13.916111946105957, 4.658872604370117, 12.736194610595703, 5.156512260437012, 6.745150566101074, 3.1783294677734375, 1.8691797256469727, -0.0]
Helen notices some screen that Tonya thinks about that disgusted companies . <eos>	[5.545644760131836, 5.830259323120117, 3.506337881088257, 5.555370807647705, 6.504491806030273, 5.452668190002441, 5.023383140563965, 3.9951419830322266, 4.518305778503418, 5.933378219604492, 4.918177604675293, 3.9450764656066895, 2.679196882127144e-07]	[10.22830581665039, 10.236419677734375, 5.0585126876831055, 10.104385375976562, 4.3938093185424805, 2.968219757080078, 8.349934577941895, 3.281871795654297, 5.707115173339844, 13.71752643585205, 14.752459526062012, 1.4270429611206055, -0.0]	Helen notices what some screen that Tonya thinks about disgusted companies . <eos>	[5.545644760131836, 5.830259323120117, 3.506337881088257, 4.188533782958984, 5.778247356414795, 6.691378593444824, 5.701345920562744, 5.583921432495117, 3.9090731143951416, 4.54278039932251, 3.0747599601745605, 3.6064305305480957, 2.7273057412458e-07]	[10.22830581665039, 10.236419677734375, 5.8907270431518555, 5.904393196105957, 11.990989685058594, 6.123944282531738, 2.7008237838745117, 7.079146385192871, 2.826714515686035, 14.194100379943848, 13.915212631225586, 1.346909523010254, -0.0]
A lot of actors ca n't see that convertible that Catherine revealed that wo n't embarrass the hospital . <eos>	[5.545644283294678, 6.766556739807129, 1.8607481718063354, 6.388146877288818, 4.469724655151367, 0.1529531180858612, 5.057650089263916, 4.338586807250977, 4.576751708984375, 6.175203800201416, 5.158267974853516, 5.063305854797363, 3.214672088623047, 4.477143287658691, 0.17545750737190247, 4.031599044799805, 3.6678028106689453, 6.768375396728516, 3.930461883544922, 2.800977085826162e-07]	[7.048110008239746, 6.7300543785095215, 0.3049907684326172, 7.882165431976318, 9.379438400268555, 0.03264427185058594, 3.4677553176879883, 2.821049690246582, 15.720595359802246, 6.696986198425293, 13.437761306762695, 9.932662010192871, 4.762333869934082, 10.923049926757812, 0.03985023498535156, 9.200007438659668, 2.3268814086914062, 10.04637336730957, 1.033677101135254, -0.0]	A lot of actors ca n't see what that convertible that Catherine revealed wo n't embarrass the hospital . <eos>	[5.545644283294678, 6.766556739807129, 1.8607481718063354, 6.388146877288818, 4.469724655151367, 0.1529531180858612, 5.057650089263916, 4.338586807250977, 4.194349765777588, 4.535686016082764, 4.790444374084473, 4.982463836669922, 5.108882904052734, 2.7841601371765137, 0.28447669744491577, 3.9206690788269043, 3.8429830074310303, 6.851583480834961, 3.9959001541137695, 2.7817768000204524e-07]	[7.048110008239746, 6.7300543785095215, 0.3049907684326172, 7.882165431976318, 9.379438400268555, 0.03264427185058594, 3.4677553176879883, 2.549740791320801, 6.9615678787231445, 16.712207794189453, 6.374643325805664, 12.334809303283691, 9.440327644348145, 11.852478981018066, 0.0760498046875, 10.557698249816895, 2.9599075317382812, 9.063775062561035, 1.0784082412719727, -0.0]
Most girls see a photograph that Kathleen has hidden that would alarm most companies . <eos>	[5.545644760131836, 5.654247283935547, 5.044342994689941, 5.536607265472412, 7.157435417175293, 2.516423225402832, 4.982718467712402, 5.878355503082275, 5.051372528076172, 3.1585471630096436, 4.929020404815674, 4.443944454193115, 3.914768695831299, 3.5050048828125, 3.356144428253174, 2.6868974600802176e-07]	[10.129074096679688, 9.103117942810059, 6.818033218383789, 2.9837799072265625, 6.944316864013672, 4.4399566650390625, 11.207246780395508, 2.9703121185302734, 5.846463203430176, 6.997195243835449, 5.575815200805664, 11.91288948059082, 8.76187515258789, 10.522993087768555, 1.000986099243164, -0.0]	Most girls see what a photograph that Kathleen has hidden would alarm most companies . <eos>	[5.545644760131836, 5.654247283935547, 5.044342994689941, 5.536607265472412, 4.248729705810547, 6.790789604187012, 3.7333903312683105, 4.9347310066223145, 5.639426231384277, 4.764966011047363, 3.2382516860961914, 4.281983375549316, 4.384554862976074, 3.520705461502075, 3.405000925064087, 2.707745068164513e-07]	[10.129074096679688, 9.103117942810059, 6.818033218383789, 5.090697288513184, 4.663702964782715, 9.138778686523438, 6.15360164642334, 11.978145599365234, 3.0068435668945312, 5.619002342224121, 7.1729278564453125, 11.127137184143066, 9.019289016723633, 10.29672622680664, 1.020059585571289, -0.0]
Carrie did n't know a lot of waiters that Teresa does reveal that are n't buying some screen . <eos>	[5.545644283294678, 5.656733512878418, 2.449185371398926, 4.955758571624756, 3.628905773162842, 6.217928886413574, 1.832624912261963, 5.723005294799805, 5.175423622131348, 5.048631191253662, 3.701143741607666, 2.723480701446533, 2.9805710315704346, 3.773528575897217, 5.755344390869141, 5.67863655090332, 4.848816394805908, 5.741654872894287, 5.331798553466797, 2.869372792702052e-07]	[11.949517250061035, 8.60750961303711, 1.9985427856445312, 2.3402395248413086, 5.2503156661987305, 2.615250587463379, 0.6348018646240234, 3.882786750793457, 4.522961616516113, 12.152687072753906, 6.470157623291016, 11.440507888793945, 4.015880584716797, 6.9134111404418945, 3.7563867568969727, 9.798810005187988, 6.512945175170898, 9.236505508422852, 1.6872787475585938, -0.0]	Carrie did n't know what a lot of waiters that Teresa does reveal are n't buying some screen . <eos>	[5.545644283294678, 5.656733512878418, 2.449185371398926, 4.955758571624756, 3.628905773162842, 4.004040718078613, 6.4182329177856445, 1.2505728006362915, 4.3087053298950195, 5.113994598388672, 4.878383159637451, 3.728147029876709, 3.0048000812530518, 2.604057550430298, 4.386556625366211, 5.248043537139893, 3.9807896614074707, 6.129756450653076, 5.4091901779174805, 2.874074880310218e-07]	[11.949517250061035, 8.60750961303711, 1.9985427856445312, 2.3402395248413086, 1.8360042572021484, 4.453794479370117, 4.515842437744141, 0.22582626342773438, 4.126252174377441, 5.947117805480957, 12.415996551513672, 6.712324142456055, 10.960116386413574, 6.457703590393066, 4.376845359802246, 8.79454231262207, 7.605934143066406, 8.914175033569336, 1.719517707824707, -0.0]
Bradley noticed some eyes that the Borgias lift that would stun every waiter . <eos>	[5.545644760131836, 4.55802583694458, 2.845391035079956, 5.614738464355469, 3.9692749977111816, 4.990658760070801, 7.378674030303955, 5.260495185852051, 4.997754096984863, 5.292578220367432, 5.4795660972595215, 3.902799129486084, 5.216802597045898, 3.852485179901123, 2.847401390226878e-07]	[11.304454803466797, 11.869478225708008, 5.159669876098633, 10.601310729980469, 2.5366601943969727, 3.6781930923461914, 2.6925182342529297, 10.41317081451416, 5.954082489013672, 3.4007978439331055, 7.383929252624512, 8.273881912231445, 13.962865829467773, 2.0591821670532227, -0.0]	Bradley noticed who some eyes that the Borgias lift would stun every waiter . <eos>	[5.545644760131836, 4.55802583694458, 2.845391035079956, 4.976640701293945, 5.582545280456543, 4.244107246398926, 4.9135284423828125, 7.302956581115723, 4.914165496826172, 4.853289604187012, 4.920135498046875, 3.6684348583221436, 4.5510101318359375, 4.016564846038818, 2.870966682166909e-07]	[11.304454803466797, 11.869478225708008, 8.416271209716797, 8.443464279174805, 10.846847534179688, 4.661050796508789, 3.4038028717041016, 2.456334114074707, 11.131587028503418, 3.3554725646972656, 8.20389175415039, 8.976865768432617, 14.529495239257812, 1.951141357421875, -0.0]
